date,year,month,station,state,zone,aqi,category,pm25_ugm3,pm10_ugm3,no2_ugm3,so2_ugm3,co_mgm3,o3_ugm3,dominant_pollutant
2016-03-19,2016,3,Ahmedabad,Gujarat,West,132,Moderate,61.2,91.1,21.7,13.1,1.84,52.3,PM2.5
2016-03-20,2016,3,Ahmedabad,Gujarat,West,87,Satisfactory,46.2,62.5,17.1,7.2,2.07,29.4,PM10
2016-03-21,2016,3,Ahmedabad,Gujarat,West,205,Poor,93.4,184.5,33.1,27.7,2.85,67.2,PM2.5
2016-03-22,2016,3,Ahmedabad,Gujarat,West,76,Satisfactory,32.7,61.5,13.0,6.9,0.96,100.0,PM2.5
2016-03-23,2016,3,Ahmedabad,Gujarat,West,66,Satisfactory,32.5,49.5,16.7,4.3,1.17,71.0,PM10
2016-03-24,2016,3,Ahmedabad,Gujarat,West,65,Satisfactory,33.8,46.9,12.3,5.8,1.02,51.0,PM10
2016-03-25,2016,3,Ahmedabad,Gujarat,West,95,Satisfactory,38.3,88.3,18.0,9.3,1.85,86.9,PM10
2016-03-26,2016,3,Ahmedabad,Gujarat,West,98,Satisfactory,48.4,88.1,16.8,14.1,1.25,60.8,PM10
2016-03-27,2016,3,Ahmedabad,Gujarat,West,189,Moderate,83.1,164.2,33.7,15.8,2.52,84.3,PM10
2016-03-28,2016,3,Ahmedabad,Gujarat,West,57,Satisfactory,23.4,46.7,13.0,6.1,1.56,51.3,PM10
2016-03-29,2016,3,Ahmedabad,Gujarat,West,106,Moderate,51.8,69.9,19.3,15.9,1.52,39.7,NO2
2016-03-30,2016,3,Ahmedabad,Gujarat,West,88,Satisfactory,43.8,57.1,15.1,8.5,2.02,28.2,PM10
2016-03-31,2016,3,Ahmedabad,Gujarat,West,90,Satisfactory,39.1,72.6,19.9,10.8,1.36,10.0,NO2
2016-04-01,2016,4,Ahmedabad,Gujarat,West,44,Good,18.6,33.1,6.4,5.8,0.82,33.9,NO2
2016-04-02,2016,4,Ahmedabad,Gujarat,West,89,Satisfactory,46.8,83.4,12.8,8.5,1.4,64.5,PM10
2016-04-03,2016,4,Ahmedabad,Gujarat,West,54,Satisfactory,19.7,40.9,12.5,7.7,1.12,40.4,PM2.5
2016-04-04,2016,4,Ahmedabad,Gujarat,West,74,Satisfactory,36.1,58.1,12.3,9.2,1.83,30.5,NO2
2016-04-05,2016,4,Ahmedabad,Gujarat,West,92,Satisfactory,43.6,78.6,23.1,6.1,1.94,81.7,PM2.5
2016-04-06,2016,4,Ahmedabad,Gujarat,West,43,Good,23.2,38.4,7.5,5.6,0.69,49.3,PM10
2016-04-07,2016,4,Ahmedabad,Gujarat,West,100,Satisfactory,52.2,90.1,25.9,6.1,2.06,43.4,PM10
2016-04-08,2016,4,Ahmedabad,Gujarat,West,203,Poor,95.4,170.8,36.0,11.2,3.55,33.6,NO2
2016-04-09,2016,4,Ahmedabad,Gujarat,West,57,Satisfactory,25.9,54.5,12.9,8.1,1.03,79.1,PM10
2016-04-10,2016,4,Ahmedabad,Gujarat,West,44,Good,19.1,31.5,9.0,4.8,0.65,55.8,NO2
2016-04-11,2016,4,Ahmedabad,Gujarat,West,71,Satisfactory,31.1,49.1,11.5,7.0,1.54,57.1,NO2
2016-04-12,2016,4,Ahmedabad,Gujarat,West,62,Satisfactory,30.1,57.6,14.0,6.8,1.68,45.4,PM10
2016-04-13,2016,4,Ahmedabad,Gujarat,West,74,Satisfactory,27.8,68.9,19.0,4.1,1.98,49.1,NO2
2016-04-14,2016,4,Ahmedabad,Gujarat,West,67,Satisfactory,33.2,51.4,15.6,7.9,1.8,28.9,NO2
2016-04-15,2016,4,Ahmedabad,Gujarat,West,105,Moderate,52.4,99.8,19.3,15.1,2.41,-6.2,PM2.5
2016-04-16,2016,4,Ahmedabad,Gujarat,West,71,Satisfactory,34.7,55.1,13.5,4.7,1.18,59.5,PM10
2016-04-17,2016,4,Ahmedabad,Gujarat,West,98,Satisfactory,39.6,88.1,24.9,9.1,2.68,74.5,PM2.5
2016-04-18,2016,4,Ahmedabad,Gujarat,West,83,Satisfactory,40.1,69.8,20.0,9.8,2.0,42.5,NO2
2016-04-19,2016,4,Ahmedabad,Gujarat,West,42,Good,16.1,39.7,7.2,3.2,1.12,56.3,NO2
2016-04-20,2016,4,Ahmedabad,Gujarat,West,78,Satisfactory,42.1,54.3,15.1,5.1,1.5,67.9,PM10
2016-04-21,2016,4,Ahmedabad,Gujarat,West,90,Satisfactory,35.6,77.4,18.6,12.1,1.79,49.4,NO2
2016-04-22,2016,4,Ahmedabad,Gujarat,West,29,Good,14.1,24.7,6.9,2.7,0.45,62.3,NO2
2016-04-23,2016,4,Ahmedabad,Gujarat,West,117,Moderate,56.4,105.3,25.5,15.4,2.4,45.8,NO2
2016-04-24,2016,4,Ahmedabad,Gujarat,West,81,Satisfactory,43.7,54.2,20.1,7.0,1.09,31.2,NO2
2016-04-25,2016,4,Ahmedabad,Gujarat,West,101,Moderate,46.2,78.5,14.4,15.0,1.56,50.9,PM2.5
2016-04-26,2016,4,Ahmedabad,Gujarat,West,63,Satisfactory,28.4,40.9,14.5,6.8,0.86,48.4,NO2
2016-04-27,2016,4,Ahmedabad,Gujarat,West,139,Moderate,61.1,97.7,33.6,10.0,2.9,59.3,PM2.5
2016-04-28,2016,4,Ahmedabad,Gujarat,West,49,Good,19.3,41.3,12.0,2.5,0.84,28.6,PM2.5
2016-04-29,2016,4,Ahmedabad,Gujarat,West,99,Satisfactory,38.0,75.9,24.5,11.1,2.49,69.4,PM10
2016-04-30,2016,4,Ahmedabad,Gujarat,West,41,Good,15.4,35.7,6.0,3.3,0.67,52.0,PM2.5
2016-05-01,2016,5,Ahmedabad,Gujarat,West,87,Satisfactory,46.8,80.2,14.5,5.1,2.17,24.4,PM2.5
2016-05-02,2016,5,Ahmedabad,Gujarat,West,121,Moderate,55.2,105.8,24.4,12.3,2.2,77.7,PM2.5
2016-05-03,2016,5,Ahmedabad,Gujarat,West,68,Satisfactory,35.3,57.6,14.4,9.7,1.52,56.9,PM10
2016-05-04,2016,5,Ahmedabad,Gujarat,West,100,Satisfactory,52.9,74.7,17.2,11.7,2.7,39.3,NO2
2016-05-05,2016,5,Ahmedabad,Gujarat,West,54,Satisfactory,20.1,47.4,12.9,4.0,1.41,23.9,PM10
2016-05-06,2016,5,Ahmedabad,Gujarat,West,40,Good,18.7,33.0,7.2,4.6,0.99,48.3,PM2.5
2016-05-07,2016,5,Ahmedabad,Gujarat,West,57,Satisfactory,28.9,48.6,9.9,7.8,0.71,78.8,PM2.5
2016-05-08,2016,5,Ahmedabad,Gujarat,West,96,Satisfactory,46.3,77.6,24.5,8.1,1.58,93.0,PM2.5
2016-05-09,2016,5,Ahmedabad,Gujarat,West,78,Satisfactory,37.4,51.9,19.5,6.0,0.95,14.1,PM10
2016-05-10,2016,5,Ahmedabad,Gujarat,West,78,Satisfactory,37.4,50.8,16.7,6.0,1.19,51.1,PM10
2016-05-11,2016,5,Ahmedabad,Gujarat,West,97,Satisfactory,40.7,66.2,15.9,12.7,1.65,20.6,PM2.5
2016-05-12,2016,5,Ahmedabad,Gujarat,West,89,Satisfactory,41.2,68.4,17.9,6.7,2.06,29.6,PM10
2016-05-13,2016,5,Ahmedabad,Gujarat,West,94,Satisfactory,42.0,64.3,17.7,9.6,1.18,21.8,PM10
2016-05-14,2016,5,Ahmedabad,Gujarat,West,103,Moderate,41.8,74.0,18.3,13.4,2.72,67.2,PM2.5
2016-05-15,2016,5,Ahmedabad,Gujarat,West,67,Satisfactory,32.0,61.6,16.9,6.1,1.07,82.2,NO2
2016-05-16,2016,5,Ahmedabad,Gujarat,West,65,Satisfactory,24.5,56.7,14.9,4.6,0.81,74.4,PM10
2016-05-17,2016,5,Ahmedabad,Gujarat,West,69,Satisfactory,29.3,63.7,13.9,9.5,1.04,35.3,PM2.5
2016-05-18,2016,5,Ahmedabad,Gujarat,West,73,Satisfactory,37.0,55.4,16.1,10.5,1.81,52.6,PM2.5
2016-05-19,2016,5,Ahmedabad,Gujarat,West,104,Moderate,44.1,88.4,15.6,5.3,2.8,31.4,PM2.5
2016-05-20,2016,5,Ahmedabad,Gujarat,West,83,Satisfactory,38.4,72.6,19.2,6.1,2.07,63.5,PM2.5
2016-05-21,2016,5,Ahmedabad,Gujarat,West,66,Satisfactory,31.3,57.9,13.9,5.3,1.09,59.5,NO2
2016-05-22,2016,5,Ahmedabad,Gujarat,West,109,Moderate,45.2,102.8,25.8,14.3,1.39,38.1,PM2.5
2016-05-23,2016,5,Ahmedabad,Gujarat,West,106,Moderate,51.3,79.2,18.2,15.2,1.55,48.4,PM2.5
2016-05-24,2016,5,Ahmedabad,Gujarat,West,36,Good,18.8,34.5,7.4,2.0,0.99,62.5,NO2
2016-05-25,2016,5,Ahmedabad,Gujarat,West,40,Good,17.4,29.5,6.1,5.3,0.64,9.9,NO2
2016-05-26,2016,5,Ahmedabad,Gujarat,West,44,Good,16.0,35.5,7.2,3.7,0.69,46.2,PM2.5
2016-05-27,2016,5,Ahmedabad,Gujarat,West,127,Moderate,47.2,86.5,25.7,9.4,3.26,56.5,PM10
2016-05-28,2016,5,Ahmedabad,Gujarat,West,128,Moderate,65.2,82.8,31.9,18.1,1.56,63.8,NO2
2016-05-29,2016,5,Ahmedabad,Gujarat,West,81,Satisfactory,35.6,75.1,18.6,4.4,2.18,59.3,PM2.5
2016-05-30,2016,5,Ahmedabad,Gujarat,West,72,Satisfactory,26.9,63.8,10.7,6.2,0.91,70.9,NO2
2016-05-31,2016,5,Ahmedabad,Gujarat,West,36,Good,18.5,29.6,7.9,2.4,0.9,70.9,PM10
2016-06-01,2016,6,Ahmedabad,Gujarat,West,59,Satisfactory,22.0,53.0,13.4,4.1,0.89,55.8,PM10
2016-06-02,2016,6,Ahmedabad,Gujarat,West,63,Satisfactory,30.1,58.2,15.2,8.5,0.83,-12.2,PM2.5
2016-06-03,2016,6,Ahmedabad,Gujarat,West,55,Satisfactory,22.4,49.5,13.5,5.3,1.23,40.4,NO2
2016-06-04,2016,6,Ahmedabad,Gujarat,West,66,Satisfactory,31.9,50.0,14.2,3.5,1.62,20.7,PM2.5
2016-06-05,2016,6,Ahmedabad,Gujarat,West,43,Good,19.0,35.8,6.4,6.4,1.03,51.5,NO2
2016-06-06,2016,6,Ahmedabad,Gujarat,West,77,Satisfactory,38.3,55.0,18.1,4.5,1.76,37.1,NO2
2016-06-07,2016,6,Ahmedabad,Gujarat,West,67,Satisfactory,31.8,50.4,13.6,9.9,0.95,52.6,PM2.5
2016-06-08,2016,6,Ahmedabad,Gujarat,West,89,Satisfactory,44.8,81.8,19.5,9.0,1.71,66.5,PM10
2016-06-09,2016,6,Ahmedabad,Gujarat,West,68,Satisfactory,27.2,62.0,13.7,4.2,1.58,45.2,NO2
2016-06-10,2016,6,Ahmedabad,Gujarat,West,39,Good,14.1,26.5,8.6,3.8,0.52,53.8,PM2.5
2016-06-11,2016,6,Ahmedabad,Gujarat,West,36,Good,17.2,32.0,5.1,2.0,0.86,87.8,PM2.5
2016-06-12,2016,6,Ahmedabad,Gujarat,West,57,Satisfactory,28.7,37.6,12.6,3.5,1.33,37.3,PM2.5
2016-06-13,2016,6,Ahmedabad,Gujarat,West,50,Good,25.9,43.9,9.0,2.6,0.71,53.6,PM10
2016-06-14,2016,6,Ahmedabad,Gujarat,West,67,Satisfactory,33.2,57.3,17.0,7.4,1.31,1.9,PM2.5
2016-06-15,2016,6,Ahmedabad,Gujarat,West,32,Good,15.6,24.7,7.7,2.4,0.67,52.1,PM2.5
2016-06-16,2016,6,Ahmedabad,Gujarat,West,77,Satisfactory,39.1,59.5,13.9,10.8,1.5,25.7,PM2.5
2016-06-17,2016,6,Ahmedabad,Gujarat,West,44,Good,17.4,32.5,6.8,5.2,0.86,39.0,PM2.5
2016-06-18,2016,6,Ahmedabad,Gujarat,West,35,Good,15.2,28.5,6.8,2.0,0.54,72.9,PM2.5
2016-06-19,2016,6,Ahmedabad,Gujarat,West,77,Satisfactory,31.7,61.3,12.8,7.0,1.06,51.0,NO2
2016-06-20,2016,6,Ahmedabad,Gujarat,West,40,Good,15.4,26.9,9.1,3.8,0.58,42.2,PM10
2016-06-21,2016,6,Ahmedabad,Gujarat,West,57,Satisfactory,26.1,46.2,10.6,3.7,1.05,63.6,PM2.5
2016-06-22,2016,6,Ahmedabad,Gujarat,West,100,Satisfactory,49.2,86.7,17.7,13.9,2.22,47.2,PM2.5
2016-06-23,2016,6,Ahmedabad,Gujarat,West,58,Satisfactory,28.0,53.1,14.2,4.9,0.73,43.1,PM10
2016-06-24,2016,6,Ahmedabad,Gujarat,West,114,Moderate,49.8,85.5,22.0,12.5,2.76,25.4,NO2
2016-06-25,2016,6,Ahmedabad,Gujarat,West,23,Good,11.6,20.1,5.7,2.8,0.34,72.9,PM2.5
2016-06-26,2016,6,Ahmedabad,Gujarat,West,59,Satisfactory,30.9,56.0,13.7,5.1,0.99,56.6,NO2
2016-06-27,2016,6,Ahmedabad,Gujarat,West,51,Satisfactory,24.5,33.3,11.4,4.2,0.9,17.4,NO2
2016-06-28,2016,6,Ahmedabad,Gujarat,West,46,Good,22.2,31.6,9.9,6.3,1.17,42.9,NO2
2016-06-29,2016,6,Ahmedabad,Gujarat,West,95,Satisfactory,44.3,66.8,16.3,9.4,2.55,34.2,PM10
2016-06-30,2016,6,Ahmedabad,Gujarat,West,61,Satisfactory,29.1,42.0,9.5,9.0,1.55,96.3,PM10
2016-07-01,2016,7,Ahmedabad,Gujarat,West,29,Good,12.2,23.5,7.4,1.6,0.62,98.5,PM10
2016-07-02,2016,7,Ahmedabad,Gujarat,West,71,Satisfactory,37.4,66.6,14.3,8.8,1.97,73.9,NO2
2016-07-03,2016,7,Ahmedabad,Gujarat,West,24,Good,9.1,20.5,3.8,2.5,0.31,35.1,PM10
2016-07-04,2016,7,Ahmedabad,Gujarat,West,58,Satisfactory,27.2,50.0,13.8,7.0,0.85,46.4,PM10
2016-07-05,2016,7,Ahmedabad,Gujarat,West,40,Good,19.5,30.7,5.9,3.9,0.77,38.1,NO2
2016-07-06,2016,7,Ahmedabad,Gujarat,West,78,Satisfactory,39.4,68.9,12.9,11.0,1.39,52.5,NO2
2016-07-07,2016,7,Ahmedabad,Gujarat,West,46,Good,22.0,43.3,7.9,3.3,0.69,48.8,PM2.5
2016-07-08,2016,7,Ahmedabad,Gujarat,West,86,Satisfactory,44.0,75.2,15.2,9.9,1.86,32.9,PM10
2016-07-09,2016,7,Ahmedabad,Gujarat,West,195,Moderate,88.6,136.2,49.0,22.8,5.14,16.5,PM2.5
2016-07-10,2016,7,Ahmedabad,Gujarat,West,41,Good,17.3,37.4,8.6,3.0,0.83,16.4,PM2.5
2016-07-11,2016,7,Ahmedabad,Gujarat,West,88,Satisfactory,35.9,63.9,13.8,5.6,1.2,53.4,PM2.5
2016-07-12,2016,7,Ahmedabad,Gujarat,West,67,Satisfactory,27.3,62.7,9.7,6.2,0.99,18.2,NO2
2016-07-13,2016,7,Ahmedabad,Gujarat,West,53,Satisfactory,25.5,49.3,7.6,6.9,0.76,40.5,PM2.5
2016-07-14,2016,7,Ahmedabad,Gujarat,West,102,Moderate,41.9,95.0,20.9,11.5,1.52,25.0,NO2
2016-07-15,2016,7,Ahmedabad,Gujarat,West,15,Good,6.5,12.5,3.4,0.8,0.25,105.9,PM2.5
2016-07-16,2016,7,Ahmedabad,Gujarat,West,46,Good,17.9,41.2,6.8,2.9,1.0,36.4,NO2
2016-07-17,2016,7,Ahmedabad,Gujarat,West,31,Good,13.3,28.4,4.5,2.4,0.44,82.7,PM2.5
2016-07-18,2016,7,Ahmedabad,Gujarat,West,39,Good,15.9,27.8,6.5,5.1,0.92,34.0,PM2.5
2016-07-19,2016,7,Ahmedabad,Gujarat,West,36,Good,16.8,31.7,5.9,3.3,0.76,65.4,PM10
2016-07-20,2016,7,Ahmedabad,Gujarat,West,78,Satisfactory,36.2,57.5,14.3,6.8,1.52,31.6,PM10
2016-07-21,2016,7,Ahmedabad,Gujarat,West,32,Good,12.4,27.3,4.9,2.1,0.72,104.9,NO2
2016-07-22,2016,7,Ahmedabad,Gujarat,West,131,Moderate,53.7,86.7,33.1,13.4,2.53,18.6,PM10
2016-07-23,2016,7,Ahmedabad,Gujarat,West,52,Satisfactory,24.7,48.1,10.9,7.7,1.19,42.5,NO2
2016-07-24,2016,7,Ahmedabad,Gujarat,West,55,Satisfactory,29.3,38.4,13.9,4.2,1.46,44.2,NO2
2016-07-25,2016,7,Ahmedabad,Gujarat,West,29,Good,15.2,19.4,6.6,3.2,0.52,76.4,PM10
2016-07-26,2016,7,Ahmedabad,Gujarat,West,105,Moderate,40.0,76.1,19.5,12.9,2.78,54.3,NO2
2016-07-27,2016,7,Ahmedabad,Gujarat,West,52,Satisfactory,23.0,48.4,7.6,6.4,1.12,62.6,NO2
2016-07-28,2016,7,Ahmedabad,Gujarat,West,68,Satisfactory,25.4,46.3,14.0,5.5,0.93,39.4,PM10
2016-07-29,2016,7,Ahmedabad,Gujarat,West,40,Good,21.5,37.6,7.5,5.0,1.0,59.8,NO2
2016-07-30,2016,7,Ahmedabad,Gujarat,West,95,Satisfactory,47.8,90.8,16.6,13.1,2.16,55.1,PM2.5
2016-07-31,2016,7,Ahmedabad,Gujarat,West,48,Good,24.1,37.0,11.8,4.9,0.81,43.4,PM10
2016-08-01,2016,8,Ahmedabad,Gujarat,West,32,Good,16.8,24.0,6.9,1.7,0.9,-13.1,PM2.5
2016-08-02,2016,8,Ahmedabad,Gujarat,West,51,Satisfactory,19.8,33.4,11.9,4.8,0.99,45.0,PM10
2016-08-03,2016,8,Ahmedabad,Gujarat,West,59,Satisfactory,25.9,41.6,11.6,4.1,1.61,38.3,PM2.5
2016-08-04,2016,8,Ahmedabad,Gujarat,West,57,Satisfactory,25.1,41.6,12.9,3.6,1.36,69.3,NO2
2016-08-05,2016,8,Ahmedabad,Gujarat,West,138,Moderate,66.8,120.6,30.6,11.2,1.99,19.5,PM10
2016-08-06,2016,8,Ahmedabad,Gujarat,West,39,Good,20.1,25.8,8.1,5.5,1.08,39.1,PM2.5
2016-08-07,2016,8,Ahmedabad,Gujarat,West,56,Satisfactory,26.3,38.5,9.3,4.0,1.15,70.4,NO2
2016-08-08,2016,8,Ahmedabad,Gujarat,West,31,Good,12.2,27.3,5.3,3.4,0.47,55.6,PM2.5
2016-08-09,2016,8,Ahmedabad,Gujarat,West,144,Moderate,77.1,97.6,32.4,17.8,2.24,53.7,PM10
2016-08-10,2016,8,Ahmedabad,Gujarat,West,106,Moderate,51.7,84.8,23.7,11.1,1.47,35.5,NO2
2016-08-11,2016,8,Ahmedabad,Gujarat,West,41,Good,21.9,36.8,9.5,5.3,0.75,67.0,PM2.5
2016-08-12,2016,8,Ahmedabad,Gujarat,West,52,Satisfactory,21.8,36.9,9.4,6.0,0.68,36.4,PM2.5
2016-08-13,2016,8,Ahmedabad,Gujarat,West,35,Good,13.9,32.5,8.5,4.0,0.87,29.5,PM10
2016-08-14,2016,8,Ahmedabad,Gujarat,West,48,Good,24.3,37.8,9.6,7.1,1.31,53.6,PM2.5
2016-08-15,2016,8,Ahmedabad,Gujarat,West,39,Good,14.2,30.2,6.8,2.1,0.67,21.3,NO2
2016-08-16,2016,8,Ahmedabad,Gujarat,West,28,Good,11.2,18.6,6.6,2.0,0.72,79.0,NO2
2016-08-17,2016,8,Ahmedabad,Gujarat,West,72,Satisfactory,38.8,58.9,14.7,6.2,1.9,46.2,NO2
2016-08-18,2016,8,Ahmedabad,Gujarat,West,74,Satisfactory,34.9,69.7,14.1,5.7,1.32,17.5,PM2.5
2016-08-19,2016,8,Ahmedabad,Gujarat,West,37,Good,16.6,24.2,7.9,3.7,0.72,65.1,NO2
2016-08-20,2016,8,Ahmedabad,Gujarat,West,75,Satisfactory,39.2,55.4,19.4,4.6,1.24,30.6,PM10
2016-08-21,2016,8,Ahmedabad,Gujarat,West,82,Satisfactory,30.8,67.9,20.6,11.7,2.28,26.9,PM10
2016-08-22,2016,8,Ahmedabad,Gujarat,West,45,Good,17.5,29.7,8.1,6.5,0.95,64.5,PM10
2016-08-23,2016,8,Ahmedabad,Gujarat,West,67,Satisfactory,36.1,54.6,16.0,4.1,1.87,51.6,NO2
2016-08-24,2016,8,Ahmedabad,Gujarat,West,22,Good,9.4,19.8,5.5,3.2,0.47,64.9,NO2
2016-08-25,2016,8,Ahmedabad,Gujarat,West,26,Good,12.6,17.9,6.7,3.6,0.57,57.1,PM10
2016-08-26,2016,8,Ahmedabad,Gujarat,West,87,Satisfactory,40.9,80.8,16.0,11.8,1.05,45.6,PM10
2016-08-27,2016,8,Ahmedabad,Gujarat,West,69,Satisfactory,34.5,54.1,11.1,3.8,1.19,38.2,PM2.5
2016-08-28,2016,8,Ahmedabad,Gujarat,West,33,Good,17.0,22.3,5.5,4.1,0.75,82.3,PM2.5
2016-08-29,2016,8,Ahmedabad,Gujarat,West,75,Satisfactory,27.6,50.3,10.7,8.3,1.04,48.3,PM10
2016-08-30,2016,8,Ahmedabad,Gujarat,West,60,Satisfactory,23.5,51.2,13.5,8.6,0.87,73.5,NO2
2016-08-31,2016,8,Ahmedabad,Gujarat,West,48,Good,23.5,45.8,7.9,6.7,1.18,46.1,PM10
2016-09-01,2016,9,Ahmedabad,Gujarat,West,66,Satisfactory,25.2,50.3,15.3,9.5,1.55,31.4,PM2.5
2016-09-02,2016,9,Ahmedabad,Gujarat,West,74,Satisfactory,34.3,57.7,12.3,9.2,1.4,36.4,PM10
2016-09-03,2016,9,Ahmedabad,Gujarat,West,41,Good,19.4,34.1,10.5,5.0,0.84,41.1,PM2.5
2016-09-04,2016,9,Ahmedabad,Gujarat,West,94,Satisfactory,39.2,68.3,22.2,7.4,1.35,31.4,PM2.5
2016-09-05,2016,9,Ahmedabad,Gujarat,West,60,Satisfactory,30.2,42.8,12.7,3.2,1.15,23.6,PM2.5
2016-09-06,2016,9,Ahmedabad,Gujarat,West,33,Good,16.4,23.2,4.7,2.9,0.72,44.0,PM10
2016-09-07,2016,9,Ahmedabad,Gujarat,West,43,Good,17.8,39.7,7.3,2.7,0.77,16.0,NO2
2016-09-08,2016,9,Ahmedabad,Gujarat,West,79,Satisfactory,38.9,71.9,17.2,11.8,1.7,15.7,PM10
2016-09-09,2016,9,Ahmedabad,Gujarat,West,32,Good,13.3,27.2,5.6,2.7,0.85,27.1,PM2.5
2016-09-10,2016,9,Ahmedabad,Gujarat,West,21,Good,9.4,19.9,4.7,3.1,0.37,37.6,PM2.5
2016-09-11,2016,9,Ahmedabad,Gujarat,West,66,Satisfactory,30.4,60.2,16.2,5.9,1.69,31.2,PM10
2016-09-12,2016,9,Ahmedabad,Gujarat,West,36,Good,16.0,32.7,7.1,3.5,0.46,37.3,PM2.5
2016-09-13,2016,9,Ahmedabad,Gujarat,West,53,Satisfactory,23.7,35.6,8.0,5.9,1.09,30.5,NO2
2016-09-14,2016,9,Ahmedabad,Gujarat,West,80,Satisfactory,32.9,68.2,16.7,4.1,1.5,70.2,PM2.5
2016-09-15,2016,9,Ahmedabad,Gujarat,West,70,Satisfactory,26.8,49.6,16.2,4.1,0.87,55.3,PM2.5
2016-09-16,2016,9,Ahmedabad,Gujarat,West,34,Good,15.2,24.5,4.8,4.8,0.94,27.5,PM2.5
2016-09-17,2016,9,Ahmedabad,Gujarat,West,63,Satisfactory,28.6,41.6,15.5,4.6,1.5,75.2,NO2
2016-09-18,2016,9,Ahmedabad,Gujarat,West,85,Satisfactory,32.5,66.4,19.1,4.4,1.58,66.5,PM2.5
2016-09-19,2016,9,Ahmedabad,Gujarat,West,83,Satisfactory,37.6,68.2,12.4,5.6,1.99,38.2,PM10
2016-09-20,2016,9,Ahmedabad,Gujarat,West,33,Good,11.9,24.9,5.9,2.9,0.41,49.6,PM2.5
2016-09-21,2016,9,Ahmedabad,Gujarat,West,52,Satisfactory,25.6,36.6,7.4,6.4,1.37,65.3,NO2
2016-09-22,2016,9,Ahmedabad,Gujarat,West,34,Good,16.5,32.0,8.7,3.5,0.87,55.0,PM2.5
2016-09-23,2016,9,Ahmedabad,Gujarat,West,42,Good,18.2,32.4,6.1,4.8,0.88,76.3,NO2
2016-09-24,2016,9,Ahmedabad,Gujarat,West,41,Good,15.1,33.5,9.8,5.5,1.02,73.4,PM2.5
2016-09-25,2016,9,Ahmedabad,Gujarat,West,108,Moderate,41.2,75.8,27.7,9.9,1.99,58.4,PM2.5
2016-09-26,2016,9,Ahmedabad,Gujarat,West,53,Satisfactory,25.4,46.5,9.8,7.7,1.03,34.1,PM10
2016-09-27,2016,9,Ahmedabad,Gujarat,West,131,Moderate,50.0,111.8,24.1,6.9,3.21,46.4,PM2.5
2016-09-28,2016,9,Ahmedabad,Gujarat,West,58,Satisfactory,24.7,50.0,14.4,4.7,1.22,63.4,NO2
2016-09-29,2016,9,Ahmedabad,Gujarat,West,74,Satisfactory,37.2,52.4,15.3,5.0,1.45,24.6,NO2
2016-09-30,2016,9,Ahmedabad,Gujarat,West,54,Satisfactory,26.7,40.7,11.2,5.2,1.32,50.6,PM2.5
2016-10-01,2016,10,Ahmedabad,Gujarat,West,121,Moderate,54.7,89.1,18.7,7.1,2.2,38.4,PM2.5
2016-10-02,2016,10,Ahmedabad,Gujarat,West,274,Poor,105.6,209.3,48.7,26.9,6.87,30.2,PM2.5
2016-10-03,2016,10,Ahmedabad,Gujarat,West,204,Poor,99.7,187.6,48.1,22.9,4.59,50.6,PM2.5
2016-10-04,2016,10,Ahmedabad,Gujarat,West,106,Moderate,49.1,70.7,18.1,11.7,1.43,38.2,PM2.5
2016-10-05,2016,10,Ahmedabad,Gujarat,West,181,Moderate,69.6,144.7,40.8,19.3,4.74,94.6,PM2.5
2016-10-06,2016,10,Ahmedabad,Gujarat,West,135,Moderate,54.9,103.9,26.4,9.3,3.22,59.7,PM2.5
2016-10-07,2016,10,Ahmedabad,Gujarat,West,141,Moderate,52.1,134.7,25.6,10.1,2.55,67.2,PM2.5
2016-10-08,2016,10,Ahmedabad,Gujarat,West,68,Satisfactory,29.8,63.7,14.6,5.6,0.82,42.5,PM2.5
2016-10-09,2016,10,Ahmedabad,Gujarat,West,80,Satisfactory,35.5,73.5,15.5,5.1,1.65,82.8,PM2.5
2016-10-10,2016,10,Ahmedabad,Gujarat,West,94,Satisfactory,38.1,71.4,17.6,6.4,2.08,71.4,PM2.5
2016-10-11,2016,10,Ahmedabad,Gujarat,West,181,Moderate,81.6,149.0,36.5,17.4,2.25,76.5,PM2.5
2016-10-12,2016,10,Ahmedabad,Gujarat,West,104,Moderate,47.7,83.1,25.2,9.5,2.83,51.5,PM2.5
2016-10-13,2016,10,Ahmedabad,Gujarat,West,186,Moderate,72.2,171.1,43.4,13.8,5.2,48.8,PM2.5
2016-10-14,2016,10,Ahmedabad,Gujarat,West,142,Moderate,69.6,91.1,25.8,15.2,3.05,15.6,PM2.5
2016-10-15,2016,10,Ahmedabad,Gujarat,West,159,Moderate,85.6,134.9,34.6,15.0,3.08,81.3,PM2.5
2016-10-16,2016,10,Ahmedabad,Gujarat,West,181,Moderate,84.1,119.0,39.7,12.1,3.38,49.8,PM2.5
2016-10-17,2016,10,Ahmedabad,Gujarat,West,109,Moderate,40.2,95.0,15.3,14.2,2.28,76.3,PM2.5
2016-10-18,2016,10,Ahmedabad,Gujarat,West,120,Moderate,46.9,79.4,26.9,16.9,2.78,64.4,PM2.5
2016-10-19,2016,10,Ahmedabad,Gujarat,West,177,Moderate,81.1,128.2,27.4,15.8,2.52,46.7,PM2.5
2016-10-20,2016,10,Ahmedabad,Gujarat,West,160,Moderate,61.9,110.7,25.5,10.2,3.18,49.7,PM2.5
