year,month,month_num,state,district,agro_zone,rainfall_mm,normal_mm,departure_mm,departure_pct,category,rainy_days_est
1949,Jun,6,Sikkim,Sikkim Central,Sub-Humid,611.1,387.7,223.4,57.6,Excess,30
1949,Jul,7,Sikkim,Sikkim Central,Sub-Humid,694.8,538.5,156.3,29.0,Excess,30
1949,Aug,8,Sikkim,Sikkim Central,Sub-Humid,1282.8,473.9,809.0,170.7,Excess,30
1949,Sep,9,Sikkim,Sikkim Central,Sub-Humid,180.3,258.5,-78.2,-30.2,Deficient,22
1949,Oct,10,Sikkim,Sikkim Central,Sub-Humid,200.5,150.8,49.7,33.0,Excess,25
1949,Nov,11,Sikkim,Sikkim Central,Sub-Humid,131.1,64.6,66.4,102.8,Excess,16
1949,Dec,12,Sikkim,Sikkim Central,Sub-Humid,37.0,21.5,15.4,71.6,Excess,4
1949,Jan,1,Tamil Nadu,Tamil Nadu Central,Arid,32.2,20.6,11.5,56.0,Excess,4
1949,Feb,2,Tamil Nadu,Tamil Nadu Central,Arid,30.3,20.6,9.7,47.0,Excess,3
1949,Mar,3,Tamil Nadu,Tamil Nadu Central,Arid,53.5,41.3,12.3,29.7,Excess,6
1949,Apr,4,Tamil Nadu,Tamil Nadu Central,Arid,64.8,61.9,3.0,4.8,Normal,8
1949,May,5,Tamil Nadu,Tamil Nadu Central,Arid,52.0,103.2,-51.2,-49.6,Deficient,6
1949,Jun,6,Tamil Nadu,Tamil Nadu Central,Arid,535.3,371.3,164.0,44.2,Excess,30
1949,Jul,7,Tamil Nadu,Tamil Nadu Central,Arid,268.5,515.8,-247.3,-47.9,Deficient,30
1949,Aug,8,Tamil Nadu,Tamil Nadu Central,Arid,303.3,453.9,-150.5,-33.2,Deficient,30
1949,Sep,9,Tamil Nadu,Tamil Nadu Central,Arid,325.5,247.6,77.9,31.5,Excess,30
1949,Oct,10,Tamil Nadu,Tamil Nadu Central,Arid,234.4,144.4,90.0,62.3,Excess,29
1949,Nov,11,Tamil Nadu,Tamil Nadu Central,Arid,34.8,61.9,-27.1,-43.8,Deficient,4
1949,Dec,12,Tamil Nadu,Tamil Nadu Central,Arid,17.4,20.6,-3.3,-15.9,Normal,2
1949,Jan,1,Telangana,Telangana Central,Sub-Humid,10.3,8.9,1.4,15.9,Normal,1
1949,Feb,2,Telangana,Telangana Central,Sub-Humid,7.0,8.9,-1.9,-21.1,Deficient,0
1949,Mar,3,Telangana,Telangana Central,Sub-Humid,7.0,17.7,-10.7,-60.6,Scanty,0
1949,Apr,4,Telangana,Telangana Central,Sub-Humid,31.3,26.6,4.7,17.7,Normal,3
1949,May,5,Telangana,Telangana Central,Sub-Humid,107.5,44.3,63.2,142.7,Excess,13
1949,Jun,6,Telangana,Telangana Central,Sub-Humid,209.6,159.5,50.1,31.4,Excess,26
1949,Jul,7,Telangana,Telangana Central,Sub-Humid,612.6,221.5,391.1,176.6,Excess,30
1949,Aug,8,Telangana,Telangana Central,Sub-Humid,132.7,194.9,-62.2,-31.9,Deficient,16
1949,Sep,9,Telangana,Telangana Central,Sub-Humid,126.5,106.3,20.2,19.0,Normal,15
1949,Oct,10,Telangana,Telangana Central,Sub-Humid,43.9,62.0,-18.2,-29.3,Deficient,5
1949,Nov,11,Telangana,Telangana Central,Sub-Humid,19.9,26.6,-6.7,-25.2,Deficient,2
1949,Dec,12,Telangana,Telangana Central,Sub-Humid,13.3,8.9,4.4,50.0,Excess,1
1949,Jan,1,Tripura,Tripura Central,Arid,2.3,9.1,-6.8,-74.5,Scanty,0
1949,Feb,2,Tripura,Tripura Central,Arid,6.6,9.1,-2.6,-28.1,Deficient,0
1949,Mar,3,Tripura,Tripura Central,Arid,12.8,18.3,-5.5,-30.2,Deficient,1
1949,Apr,4,Tripura,Tripura Central,Arid,18.0,27.4,-9.5,-34.5,Deficient,2
1949,May,5,Tripura,Tripura Central,Arid,15.5,45.7,-30.2,-66.0,Scanty,1
1949,Jun,6,Tripura,Tripura Central,Arid,94.0,164.5,-70.5,-42.9,Deficient,11
1949,Jul,7,Tripura,Tripura Central,Arid,174.4,228.5,-54.1,-23.7,Deficient,21
1949,Aug,8,Tripura,Tripura Central,Arid,115.1,201.1,-86.0,-42.8,Deficient,14
1949,Sep,9,Tripura,Tripura Central,Arid,95.7,109.7,-14.0,-12.8,Normal,11
1949,Oct,10,Tripura,Tripura Central,Arid,96.4,64.0,32.4,50.7,Excess,12
1949,Nov,11,Tripura,Tripura Central,Arid,21.6,27.4,-5.8,-21.3,Deficient,2
1949,Dec,12,Tripura,Tripura Central,Arid,6.8,9.1,-2.4,-26.1,Deficient,0
1949,Jan,1,Uttar Pradesh,Uttar Pradesh Central,Sub-Humid,22.9,24.8,-2.0,-7.9,Normal,2
1949,Feb,2,Uttar Pradesh,Uttar Pradesh Central,Sub-Humid,57.5,24.8,32.7,131.7,Excess,7
1949,Mar,3,Uttar Pradesh,Uttar Pradesh Central,Sub-Humid,94.6,49.6,44.9,90.5,Excess,11
1949,Apr,4,Uttar Pradesh,Uttar Pradesh Central,Sub-Humid,59.4,74.5,-15.0,-20.2,Deficient,7
1949,May,5,Uttar Pradesh,Uttar Pradesh Central,Sub-Humid,224.1,124.1,100.0,80.6,Excess,28
1949,Jun,6,Uttar Pradesh,Uttar Pradesh Central,Sub-Humid,546.6,446.8,99.8,22.3,Excess,30
1949,Jul,7,Uttar Pradesh,Uttar Pradesh Central,Sub-Humid,1978.5,620.5,1358.0,218.9,Excess,30
1949,Aug,8,Uttar Pradesh,Uttar Pradesh Central,Sub-Humid,588.6,546.0,42.6,7.8,Normal,30
1949,Sep,9,Uttar Pradesh,Uttar Pradesh Central,Sub-Humid,355.0,297.8,57.1,19.2,Normal,30
1949,Oct,10,Uttar Pradesh,Uttar Pradesh Central,Sub-Humid,214.6,173.7,40.8,23.5,Excess,26
1949,Nov,11,Uttar Pradesh,Uttar Pradesh Central,Sub-Humid,85.3,74.5,10.9,14.6,Normal,10
1949,Dec,12,Uttar Pradesh,Uttar Pradesh Central,Sub-Humid,27.5,24.8,2.7,11.0,Normal,3
1949,Jan,1,Uttarakhand,Uttarakhand Central,Semi-Arid,2.8,4.1,-1.3,-30.6,Deficient,0
1949,Feb,2,Uttarakhand,Uttarakhand Central,Semi-Arid,5.0,4.1,0.9,22.4,Excess,0
1949,Mar,3,Uttarakhand,Uttarakhand Central,Semi-Arid,8.6,8.2,0.4,4.7,Normal,1
1949,Apr,4,Uttarakhand,Uttarakhand Central,Semi-Arid,11.7,12.3,-0.6,-4.9,Normal,1
1949,May,5,Uttarakhand,Uttarakhand Central,Semi-Arid,33.4,20.5,13.0,63.5,Excess,4
1949,Jun,6,Uttarakhand,Uttarakhand Central,Semi-Arid,50.7,73.6,-23.0,-31.2,Deficient,6
1949,Jul,7,Uttarakhand,Uttarakhand Central,Semi-Arid,49.2,102.2,-53.1,-51.9,Deficient,6
1949,Aug,8,Uttarakhand,Uttarakhand Central,Semi-Arid,62.7,90.0,-27.3,-30.3,Deficient,7
1949,Sep,9,Uttarakhand,Uttarakhand Central,Semi-Arid,58.5,49.1,9.4,19.2,Normal,7
1949,Oct,10,Uttarakhand,Uttarakhand Central,Semi-Arid,35.7,28.6,7.1,24.8,Excess,4
1949,Nov,11,Uttarakhand,Uttarakhand Central,Semi-Arid,12.1,12.3,-0.2,-1.4,Normal,1
1949,Dec,12,Uttarakhand,Uttarakhand Central,Semi-Arid,1.9,4.1,-2.2,-54.4,Deficient,0
1949,Jan,1,West Bengal,West Bengal Central,Arid,30.7,16.9,13.8,81.7,Excess,3
1949,Feb,2,West Bengal,West Bengal Central,Arid,19.1,16.9,2.2,13.1,Normal,2
1949,Mar,3,West Bengal,West Bengal Central,Arid,56.1,33.8,22.3,66.0,Excess,7
1949,Apr,4,West Bengal,West Bengal Central,Arid,71.4,50.7,20.7,40.8,Excess,8
1949,May,5,West Bengal,West Bengal Central,Arid,97.5,84.5,13.0,15.3,Normal,12
1949,Jun,6,West Bengal,West Bengal Central,Arid,743.9,304.2,439.7,144.6,Excess,30
1949,Jul,7,West Bengal,West Bengal Central,Arid,632.8,422.5,210.3,49.8,Excess,30
1949,Aug,8,West Bengal,West Bengal Central,Arid,418.7,371.8,46.9,12.6,Normal,30
1949,Sep,9,West Bengal,West Bengal Central,Arid,517.3,202.8,314.5,155.1,Excess,30
1949,Oct,10,West Bengal,West Bengal Central,Arid,275.3,118.3,157.0,132.7,Excess,30
1949,Nov,11,West Bengal,West Bengal Central,Arid,133.3,50.7,82.6,162.9,Excess,16
1949,Dec,12,West Bengal,West Bengal Central,Arid,28.6,16.9,11.7,69.3,Excess,3
1949,Jan,1,Delhi,Delhi Central,Humid,12.6,4.6,8.0,173.0,Excess,1
1949,Feb,2,Delhi,Delhi Central,Humid,8.0,4.6,3.4,74.7,Excess,1
1949,Mar,3,Delhi,Delhi Central,Humid,15.8,9.2,6.6,71.7,Excess,1
1949,Apr,4,Delhi,Delhi Central,Humid,8.8,13.8,-5.0,-36.1,Deficient,1
1949,May,5,Delhi,Delhi Central,Humid,32.7,23.0,9.7,42.3,Excess,4
1949,Jun,6,Delhi,Delhi Central,Humid,85.2,82.8,2.4,2.9,Normal,10
1949,Jul,7,Delhi,Delhi Central,Humid,250.5,115.0,135.5,117.8,Excess,30
1949,Aug,8,Delhi,Delhi Central,Humid,183.4,101.2,82.2,81.2,Excess,22
1949,Sep,9,Delhi,Delhi Central,Humid,54.3,55.2,-0.9,-1.6,Normal,6
1949,Oct,10,Delhi,Delhi Central,Humid,50.4,32.2,18.2,56.5,Excess,6
1949,Nov,11,Delhi,Delhi Central,Humid,14.2,13.8,0.4,2.7,Normal,1
1949,Dec,12,Delhi,Delhi Central,Humid,12.4,4.6,7.8,169.1,Excess,1
1949,Jan,1,J&K,J&K Central,Humid,14.8,10.2,4.6,45.6,Excess,1
1949,Feb,2,J&K,J&K Central,Humid,8.9,10.2,-1.3,-12.8,Normal,1
1949,Mar,3,J&K,J&K Central,Humid,65.6,20.3,45.2,222.3,Excess,8
1949,Apr,4,J&K,J&K Central,Humid,27.4,30.5,-3.2,-10.4,Normal,3
1949,May,5,J&K,J&K Central,Humid,65.1,50.9,14.2,27.9,Excess,8
1949,Jun,6,J&K,J&K Central,Humid,300.9,183.1,117.8,64.4,Excess,30
1949,Jul,7,J&K,J&K Central,Humid,402.7,254.2,148.4,58.4,Excess,30
1949,Aug,8,J&K,J&K Central,Humid,332.8,223.7,109.0,48.7,Excess,30
1949,Sep,9,J&K,J&K Central,Humid,145.1,122.0,23.0,18.9,Normal,18
1949,Oct,10,J&K,J&K Central,Humid,115.6,71.2,44.4,62.4,Excess,14
1949,Nov,11,J&K,J&K Central,Humid,47.3,30.5,16.8,54.9,Excess,5
1949,Dec,12,J&K,J&K Central,Humid,11.8,10.2,1.6,15.7,Normal,1
1950,Jan,1,Andhra Pradesh,Andhra Pradesh Central,Semi-Arid,33.3,23.6,9.7,40.9,Excess,4
1950,Feb,2,Andhra Pradesh,Andhra Pradesh Central,Semi-Arid,32.8,23.6,9.2,38.9,Excess,4
1950,Mar,3,Andhra Pradesh,Andhra Pradesh Central,Semi-Arid,47.4,47.2,0.2,0.4,Normal,5
1950,Apr,4,Andhra Pradesh,Andhra Pradesh Central,Semi-Arid,95.4,70.9,24.5,34.6,Excess,11
1950,May,5,Andhra Pradesh,Andhra Pradesh Central,Semi-Arid,297.4,118.1,179.3,151.8,Excess,30
1950,Jun,6,Andhra Pradesh,Andhra Pradesh Central,Semi-Arid,1073.1,425.2,648.0,152.4,Excess,30
1950,Jul,7,Andhra Pradesh,Andhra Pradesh Central,Semi-Arid,481.0,590.5,-109.5,-18.5,Normal,30
1950,Aug,8,Andhra Pradesh,Andhra Pradesh Central,Semi-Arid,971.8,519.6,452.2,87.0,Excess,30
1950,Sep,9,Andhra Pradesh,Andhra Pradesh Central,Semi-Arid,585.5,283.4,302.1,106.6,Excess,30
1950,Oct,10,Andhra Pradesh,Andhra Pradesh Central,Semi-Arid,228.3,165.3,63.0,38.1,Excess,28
1950,Nov,11,Andhra Pradesh,Andhra Pradesh Central,Semi-Arid,55.5,70.9,-15.3,-21.6,Deficient,6
1950,Dec,12,Andhra Pradesh,Andhra Pradesh Central,Semi-Arid,24.6,23.6,1.0,4.2,Normal,3
1950,Jan,1,Arunachal Pradesh,Arunachal Pradesh Central,Humid,24.7,24.7,-0.0,-0.1,Normal,3
1950,Feb,2,Arunachal Pradesh,Arunachal Pradesh Central,Humid,21.8,24.7,-2.9,-11.8,Normal,2
1950,Mar,3,Arunachal Pradesh,Arunachal Pradesh Central,Humid,45.1,49.4,-4.2,-8.5,Normal,5
1950,Apr,4,Arunachal Pradesh,Arunachal Pradesh Central,Humid,36.0,74.0,-38.0,-51.3,Deficient,4
1950,May,5,Arunachal Pradesh,Arunachal Pradesh Central,Humid,77.8,123.4,-45.6,-36.9,Deficient,9
1950,Jun,6,Arunachal Pradesh,Arunachal Pradesh Central,Humid,571.3,444.2,127.1,28.6,Excess,30
1950,Jul,7,Arunachal Pradesh,Arunachal Pradesh Central,Humid,280.9,617.0,-336.1,-54.5,Deficient,30
1950,Aug,8,Arunachal Pradesh,Arunachal Pradesh Central,Humid,483.1,543.0,-59.9,-11.0,Normal,30
1950,Sep,9,Arunachal Pradesh,Arunachal Pradesh Central,Humid,335.4,296.2,39.2,13.2,Normal,30
1950,Oct,10,Arunachal Pradesh,Arunachal Pradesh Central,Humid,173.6,172.8,0.8,0.5,Normal,21
1950,Nov,11,Arunachal Pradesh,Arunachal Pradesh Central,Humid,61.2,74.0,-12.8,-17.3,Normal,7
1950,Dec,12,Arunachal Pradesh,Arunachal Pradesh Central,Humid,18.3,24.7,-6.4,-25.8,Deficient,2
1950,Jan,1,Assam,Assam Central,Arid,5.6,11.8,-6.2,-52.4,Deficient,0
1950,Feb,2,Assam,Assam Central,Arid,16.1,11.8,4.3,36.0,Excess,2
1950,Mar,3,Assam,Assam Central,Arid,22.6,23.7,-1.1,-4.5,Normal,2
1950,Apr,4,Assam,Assam Central,Arid,25.9,35.5,-9.6,-26.9,Deficient,3
1950,May,5,Assam,Assam Central,Arid,88.4,59.2,29.2,49.4,Excess,11
1950,Jun,6,Assam,Assam Central,Arid,248.5,212.9,35.6,16.7,Normal,30
1950,Jul,7,Assam,Assam Central,Arid,225.0,295.8,-70.8,-23.9,Deficient,28
1950,Aug,8,Assam,Assam Central,Arid,316.9,260.3,56.6,21.8,Excess,30
1950,Sep,9,Assam,Assam Central,Arid,221.8,142.0,79.9,56.3,Excess,27
1950,Oct,10,Assam,Assam Central,Arid,93.7,82.8,10.9,13.1,Normal,11
1950,Nov,11,Assam,Assam Central,Arid,12.0,35.5,-23.5,-66.3,Scanty,1
1950,Dec,12,Assam,Assam Central,Arid,15.7,11.8,3.9,32.6,Excess,1
1950,Jan,1,Bihar,Bihar Central,Humid,11.2,6.4,4.8,74.5,Excess,1
1950,Feb,2,Bihar,Bihar Central,Humid,10.4,6.4,4.0,62.3,Excess,1
1950,Mar,3,Bihar,Bihar Central,Humid,4.8,12.8,-8.0,-62.6,Scanty,0
1950,Apr,4,Bihar,Bihar Central,Humid,20.0,19.2,0.8,4.3,Normal,2
1950,May,5,Bihar,Bihar Central,Humid,47.5,32.0,15.5,48.4,Excess,5
1950,Jun,6,Bihar,Bihar Central,Humid,293.5,115.2,178.3,154.8,Excess,30
1950,Jul,7,Bihar,Bihar Central,Humid,259.8,160.0,99.8,62.4,Excess,30
1950,Aug,8,Bihar,Bihar Central,Humid,112.8,140.8,-28.0,-19.9,Deficient,14
1950,Sep,9,Bihar,Bihar Central,Humid,78.0,76.8,1.2,1.6,Normal,9
1950,Oct,10,Bihar,Bihar Central,Humid,65.7,44.8,20.9,46.6,Excess,8
1950,Nov,11,Bihar,Bihar Central,Humid,35.3,19.2,16.1,83.7,Excess,4
1950,Dec,12,Bihar,Bihar Central,Humid,7.5,6.4,1.1,16.9,Normal,0
1950,Jan,1,Chhattisgarh,Chhattisgarh Central,Arid,27.5,10.2,17.3,168.6,Excess,3
1950,Feb,2,Chhattisgarh,Chhattisgarh Central,Arid,23.0,10.2,12.8,124.8,Excess,2
1950,Mar,3,Chhattisgarh,Chhattisgarh Central,Arid,15.9,20.5,-4.6,-22.3,Deficient,1
1950,Apr,4,Chhattisgarh,Chhattisgarh Central,Arid,29.4,30.7,-1.3,-4.2,Normal,3
1950,May,5,Chhattisgarh,Chhattisgarh Central,Arid,39.6,51.2,-11.6,-22.6,Deficient,4
1950,Jun,6,Chhattisgarh,Chhattisgarh Central,Arid,165.6,184.3,-18.7,-10.1,Normal,20
1950,Jul,7,Chhattisgarh,Chhattisgarh Central,Arid,233.0,256.0,-23.0,-9.0,Normal,29
1950,Aug,8,Chhattisgarh,Chhattisgarh Central,Arid,174.2,225.3,-51.1,-22.7,Deficient,21
1950,Sep,9,Chhattisgarh,Chhattisgarh Central,Arid,187.1,122.9,64.2,52.3,Excess,23
1950,Oct,10,Chhattisgarh,Chhattisgarh Central,Arid,68.9,71.7,-2.8,-3.9,Normal,8
1950,Nov,11,Chhattisgarh,Chhattisgarh Central,Arid,37.9,30.7,7.2,23.4,Excess,4
1950,Dec,12,Chhattisgarh,Chhattisgarh Central,Arid,13.6,10.2,3.3,32.4,Excess,1
1950,Jan,1,Goa,Goa Central,Humid,9.7,7.8,1.9,24.2,Excess,1
1950,Feb,2,Goa,Goa Central,Humid,8.1,7.8,0.4,4.7,Normal,1
1950,Mar,3,Goa,Goa Central,Humid,9.3,15.6,-6.3,-40.3,Deficient,1
1950,Apr,4,Goa,Goa Central,Humid,29.4,23.3,6.0,25.9,Excess,3
1950,May,5,Goa,Goa Central,Humid,32.8,38.9,-6.1,-15.7,Normal,4
1950,Jun,6,Goa,Goa Central,Humid,86.1,140.0,-54.0,-38.5,Deficient,10
1950,Jul,7,Goa,Goa Central,Humid,359.8,194.5,165.3,85.0,Excess,30
1950,Aug,8,Goa,Goa Central,Humid,154.8,171.2,-16.4,-9.6,Normal,19
1950,Sep,9,Goa,Goa Central,Humid,55.5,93.4,-37.8,-40.5,Deficient,6
1950,Oct,10,Goa,Goa Central,Humid,62.5,54.5,8.0,14.7,Normal,7
1950,Nov,11,Goa,Goa Central,Humid,13.9,23.3,-9.4,-40.2,Deficient,1
1950,Dec,12,Goa,Goa Central,Humid,4.4,7.8,-3.4,-43.5,Deficient,0
1950,Jan,1,Gujarat,Gujarat Central,Semi-Arid,34.5,22.7,11.8,52.0,Excess,4
1950,Feb,2,Gujarat,Gujarat Central,Semi-Arid,12.1,22.7,-10.6,-46.8,Deficient,1
1950,Mar,3,Gujarat,Gujarat Central,Semi-Arid,38.1,45.3,-7.3,-16.1,Normal,4
1950,Apr,4,Gujarat,Gujarat Central,Semi-Arid,65.8,68.0,-2.2,-3.2,Normal,8
1950,May,5,Gujarat,Gujarat Central,Semi-Arid,103.6,113.4,-9.7,-8.6,Normal,12
1950,Jun,6,Gujarat,Gujarat Central,Semi-Arid,592.3,408.1,184.2,45.1,Excess,30
1950,Jul,7,Gujarat,Gujarat Central,Semi-Arid,789.7,566.8,223.0,39.3,Excess,30
1950,Aug,8,Gujarat,Gujarat Central,Semi-Arid,635.9,498.7,137.1,27.5,Excess,30
1950,Sep,9,Gujarat,Gujarat Central,Semi-Arid,318.0,272.0,45.9,16.9,Normal,30
1950,Oct,10,Gujarat,Gujarat Central,Semi-Arid,163.4,158.7,4.7,3.0,Normal,20
1950,Nov,11,Gujarat,Gujarat Central,Semi-Arid,101.8,68.0,33.7,49.6,Excess,12
1950,Dec,12,Gujarat,Gujarat Central,Semi-Arid,28.2,22.7,5.6,24.5,Excess,3
1950,Jan,1,Haryana,Haryana Central,Humid,11.2,7.5,3.8,50.5,Excess,1
1950,Feb,2,Haryana,Haryana Central,Humid,13.2,7.5,5.7,76.5,Excess,1
1950,Mar,3,Haryana,Haryana Central,Humid,25.9,14.9,10.9,73.1,Excess,3
1950,Apr,4,Haryana,Haryana Central,Humid,44.5,22.4,22.1,98.4,Excess,5
1950,May,5,Haryana,Haryana Central,Humid,71.6,37.4,34.2,91.6,Excess,8
1950,Jun,6,Haryana,Haryana Central,Humid,178.6,134.5,44.1,32.8,Excess,22
1950,Jul,7,Haryana,Haryana Central,Humid,244.3,186.8,57.6,30.8,Excess,30
1950,Aug,8,Haryana,Haryana Central,Humid,191.8,164.3,27.5,16.7,Normal,23
1950,Sep,9,Haryana,Haryana Central,Humid,100.2,89.6,10.5,11.8,Normal,12
1950,Oct,10,Haryana,Haryana Central,Humid,75.6,52.3,23.3,44.5,Excess,9
1950,Nov,11,Haryana,Haryana Central,Humid,12.5,22.4,-9.9,-44.2,Deficient,1
1950,Dec,12,Haryana,Haryana Central,Humid,6.2,7.5,-1.2,-16.4,Normal,0
1950,Jan,1,Himachal Pradesh,Himachal Pradesh Central,Semi-Arid,9.7,8.2,1.6,19.3,Normal,1
1950,Feb,2,Himachal Pradesh,Himachal Pradesh Central,Semi-Arid,21.1,8.2,12.9,158.0,Excess,2
1950,Mar,3,Himachal Pradesh,Himachal Pradesh Central,Semi-Arid,18.3,16.3,2.0,12.0,Normal,2
1950,Apr,4,Himachal Pradesh,Himachal Pradesh Central,Semi-Arid,58.5,24.5,34.0,138.6,Excess,7
1950,May,5,Himachal Pradesh,Himachal Pradesh Central,Semi-Arid,24.8,40.9,-16.0,-39.2,Deficient,3
1950,Jun,6,Himachal Pradesh,Himachal Pradesh Central,Semi-Arid,169.7,147.1,22.6,15.4,Normal,21
1950,Jul,7,Himachal Pradesh,Himachal Pradesh Central,Semi-Arid,331.7,204.2,127.5,62.4,Excess,30
1950,Aug,8,Himachal Pradesh,Himachal Pradesh Central,Semi-Arid,299.5,179.7,119.7,66.6,Excess,30
1950,Sep,9,Himachal Pradesh,Himachal Pradesh Central,Semi-Arid,94.8,98.0,-3.2,-3.3,Normal,11
1950,Oct,10,Himachal Pradesh,Himachal Pradesh Central,Semi-Arid,127.3,57.2,70.1,122.6,Excess,15
1950,Nov,11,Himachal Pradesh,Himachal Pradesh Central,Semi-Arid,28.4,24.5,3.9,15.8,Normal,3
1950,Dec,12,Himachal Pradesh,Himachal Pradesh Central,Semi-Arid,18.3,8.2,10.1,123.9,Excess,2
1950,Jan,1,Jharkhand,Jharkhand Central,Humid,12.7,8.6,4.1,48.4,Excess,1
1950,Feb,2,Jharkhand,Jharkhand Central,Humid,11.7,8.6,3.1,36.3,Excess,1
1950,Mar,3,Jharkhand,Jharkhand Central,Humid,32.9,17.1,15.8,92.2,Excess,4
1950,Apr,4,Jharkhand,Jharkhand Central,Humid,33.0,25.7,7.3,28.5,Excess,4
1950,May,5,Jharkhand,Jharkhand Central,Humid,58.7,42.8,15.9,37.2,Excess,7
1950,Jun,6,Jharkhand,Jharkhand Central,Humid,115.8,154.1,-38.3,-24.9,Deficient,14
1950,Jul,7,Jharkhand,Jharkhand Central,Humid,351.8,214.0,137.8,64.4,Excess,30
1950,Aug,8,Jharkhand,Jharkhand Central,Humid,421.2,188.3,232.9,123.7,Excess,30
1950,Sep,9,Jharkhand,Jharkhand Central,Humid,155.7,102.7,53.0,51.6,Excess,19
1950,Oct,10,Jharkhand,Jharkhand Central,Humid,108.2,59.9,48.3,80.6,Excess,13
1950,Nov,11,Jharkhand,Jharkhand Central,Humid,25.2,25.7,-0.5,-2.0,Normal,3
1950,Dec,12,Jharkhand,Jharkhand Central,Humid,12.2,8.6,3.7,42.8,Excess,1
1950,Jan,1,Karnataka,Karnataka Central,Humid,4.0,6.7,-2.7,-40.5,Deficient,0
1950,Feb,2,Karnataka,Karnataka Central,Humid,15.8,6.7,9.1,136.3,Excess,1
1950,Mar,3,Karnataka,Karnataka Central,Humid,16.9,13.3,3.5,26.6,Excess,2
1950,Apr,4,Karnataka,Karnataka Central,Humid,48.2,20.0,28.2,140.7,Excess,6
1950,May,5,Karnataka,Karnataka Central,Humid,31.7,33.4,-1.6,-4.9,Normal,3
1950,Jun,6,Karnataka,Karnataka Central,Humid,61.4,120.1,-58.7,-48.9,Deficient,7
1950,Jul,7,Karnataka,Karnataka Central,Humid,92.6,166.8,-74.1,-44.4,Deficient,11
1950,Aug,8,Karnataka,Karnataka Central,Humid,127.2,146.7,-19.6,-13.3,Normal,15
1950,Sep,9,Karnataka,Karnataka Central,Humid,105.4,80.0,25.3,31.7,Excess,13
1950,Oct,10,Karnataka,Karnataka Central,Humid,18.0,46.7,-28.7,-61.4,Scanty,2
1950,Nov,11,Karnataka,Karnataka Central,Humid,15.8,20.0,-4.2,-20.9,Deficient,1
1950,Dec,12,Karnataka,Karnataka Central,Humid,11.8,6.7,5.1,77.1,Excess,1
1950,Jan,1,Kerala,Kerala Central,Sub-Humid,21.8,20.8,1.0,4.8,Normal,2
1950,Feb,2,Kerala,Kerala Central,Sub-Humid,26.0,20.8,5.2,25.1,Excess,3
1950,Mar,3,Kerala,Kerala Central,Sub-Humid,34.6,41.6,-7.0,-16.9,Normal,4
1950,Apr,4,Kerala,Kerala Central,Sub-Humid,71.6,62.4,9.2,14.8,Normal,8
1950,May,5,Kerala,Kerala Central,Sub-Humid,113.3,104.0,9.3,9.0,Normal,14
1950,Jun,6,Kerala,Kerala Central,Sub-Humid,507.7,374.4,133.3,35.6,Excess,30
1950,Jul,7,Kerala,Kerala Central,Sub-Humid,950.9,520.0,430.9,82.9,Excess,30
1950,Aug,8,Kerala,Kerala Central,Sub-Humid,539.5,457.6,81.9,17.9,Normal,30
1950,Sep,9,Kerala,Kerala Central,Sub-Humid,141.5,249.6,-108.1,-43.3,Deficient,17
1950,Oct,10,Kerala,Kerala Central,Sub-Humid,123.9,145.6,-21.7,-14.9,Normal,15
1950,Nov,11,Kerala,Kerala Central,Sub-Humid,121.4,62.4,59.0,94.6,Excess,15
1950,Dec,12,Kerala,Kerala Central,Sub-Humid,16.4,20.8,-4.4,-21.2,Deficient,2
1950,Jan,1,Madhya Pradesh,Madhya Pradesh Central,Humid,24.5,23.8,0.8,3.2,Normal,3
1950,Feb,2,Madhya Pradesh,Madhya Pradesh Central,Humid,37.9,23.8,14.2,59.6,Excess,4
1950,Mar,3,Madhya Pradesh,Madhya Pradesh Central,Humid,54.8,47.5,7.3,15.3,Normal,6
1950,Apr,4,Madhya Pradesh,Madhya Pradesh Central,Humid,114.2,71.2,42.9,60.3,Excess,14
1950,May,5,Madhya Pradesh,Madhya Pradesh Central,Humid,94.2,118.8,-24.6,-20.7,Deficient,11
1950,Jun,6,Madhya Pradesh,Madhya Pradesh Central,Humid,525.4,427.5,97.9,22.9,Excess,30
1950,Jul,7,Madhya Pradesh,Madhya Pradesh Central,Humid,698.5,593.8,104.8,17.6,Normal,30
1950,Aug,8,Madhya Pradesh,Madhya Pradesh Central,Humid,554.2,522.5,31.7,6.1,Normal,30
1950,Sep,9,Madhya Pradesh,Madhya Pradesh Central,Humid,767.5,285.0,482.5,169.3,Excess,30
1950,Oct,10,Madhya Pradesh,Madhya Pradesh Central,Humid,187.8,166.3,21.6,13.0,Normal,23
1950,Nov,11,Madhya Pradesh,Madhya Pradesh Central,Humid,76.4,71.2,5.2,7.2,Normal,9
1950,Dec,12,Madhya Pradesh,Madhya Pradesh Central,Humid,24.0,23.8,0.2,1.0,Normal,2
1950,Jan,1,Maharashtra,Maharashtra Central,Sub-Humid,23.5,21.4,2.1,10.0,Normal,2
1950,Feb,2,Maharashtra,Maharashtra Central,Sub-Humid,64.9,21.4,43.5,203.4,Excess,8
1950,Mar,3,Maharashtra,Maharashtra Central,Sub-Humid,48.5,42.8,5.7,13.3,Normal,6
1950,Apr,4,Maharashtra,Maharashtra Central,Sub-Humid,48.8,64.2,-15.4,-24.0,Deficient,6
